Date,Station Name,Type,Latitude,Longitude,System,Private Partner,Public Partner,Borough,Census Tract,Phase,Data Collected,Average Radius of Connection (ft),year
2015-09-21,Bloomfield St & 15 St,Bike Share,40.75453,-74.02658,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Jersey & 6th St,Bike Share,40.7252891078113,-74.0455716848373,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-08-01,NA,Bike Share,40.76,-73.96,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Manhattan,NA,Upper Manhattan to 86th St,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Washington St,Bike Share,40.7242941,-74.0354826,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2015-09-21,Dr. Lena Edwards Park,Bike Share,40.713203,-74.058261,Citi Bike,Lyft,New York City Department of Transportation (NYC DOT),Jersey City/Hoboken,NA,Jersey City Launch,"Name, Email, Payment Information, Device Movements",30,2015
2020-03-31,125th Street,Subway,40.8075,-73.9378,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-03-31,116th Street,Subway,40.7982,-73.9419,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-01-31,110th Street,Subway,40.7908,-73.9422,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-01-31,103rd Street,Subway,40.7906,-73.9476,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-06-30,96th Street,Subway,40.7858,-73.9514,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-12-31,86th Street,Subway,40.7794,-73.9554,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2019-05-31,77th Street,Subway,40.7738,-73.9596,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,68th Street - Hunter College,Subway,40.7679,-73.9642,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2020-11-30,59th Street,Subway,40.7625,-73.9673,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2019-05-31,51st Street,Subway,40.7573,-73.9718,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Grand Central - 42nd Street,Subway,40.7527,-73.9772,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,33rd Street,Subway,40.7462,-73.9822,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,28th Street,Subway,40.7433,-73.9844,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,23rd Street,Subway,40.7397,-73.9871,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,14th Street - Union Square,Subway,40.7347,-73.9897,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Astor Place,Subway,40.7301,-73.991,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Bleecker Street,Subway,40.7258,-73.9946,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Spring Street,Subway,40.7223,-73.9973,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Canal Street,Subway,40.7175,-74,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Brooklyn Bridge - City Hall,Subway,40.7131,-74.0048,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2020-10-31,Fulton Street,Subway,40.7061,-74.0046,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2019-05-31,Wall Street,Subway,40.7074,-74.0088,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Bowling Green,Subway,40.7049,-74.0137,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Borough Hall/Court Street,Subway,40.693,-73.9901,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2020-07-31,23rd Street-Ely Avenue,Subway,40.7475,-73.9477,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Pelham Bay Park,Subway,40.8527,-73.8281,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Buhre Avenue,Subway,40.8467,-73.8326,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Middletown Road,Subway,40.8438,-73.8361,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Westchester Square–East Tremont Avenue,Subway,40.8397,-73.8428,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Zerega Avenue,Subway,40.8365,-73.8471,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Castle Hill Avenue,Subway,40.8342,-73.8514,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Parkchester,Subway,40.8334,-73.8601,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,St. Lawrence Avenue,Subway,40.8314,-73.8673,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Morrison Avenue–Soundview,Subway,40.8294,-73.8742,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Elder Avenue,Subway,40.8286,-73.8792,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Whitlock Avenue,Subway,40.8266,-73.8863,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Hunts Point Avenue,Subway,40.8205,-73.8905,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Longwood Avenue,Subway,40.8162,-73.8963,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,East 149th Street,Subway,40.8121,-73.9041,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,East 143rd Street–St. Mary's Street,Subway,40.8088,-73.9078,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Cypress Avenue,Subway,40.8052,-73.9139,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Brook Avenue,Subway,40.8074,-73.9193,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-02-29,Third Avenue–138th Street,Subway,40.8105,-73.9261,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2019-12-31,Woodlawn,Subway,40.8863,-73.8786,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-12-31,Mosholu Parkway,Subway,40.8799,-73.8845,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-12-31,Bedford Park Boulevard–Lehman College,Subway,40.8734,-73.8903,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2020-07-31,Kingsbridge Road,Subway,40.8669,-73.8972,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-07-31,Fordham Road,Subway,40.8621,-73.9016,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2019-12-31,183rd Street,Subway,40.8584,-73.9058,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-12-31,Burnside Avenue,Subway,40.8533,-73.9078,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-12-31,176th Street,Subway,40.8485,-73.9117,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-12-31,Mount Eden Avenue,Subway,40.8444,-73.9145,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2020-07-31,170th Street,Subway,40.8398,-73.9177,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-07-31,167th Street,Subway,40.8353,-73.9212,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2020-07-31,161st Street–Yankee Stadium,Subway,40.8276,-73.9258,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2020
2019-12-31,149th Street–Grand Concourse,Subway,40.8184,-73.9271,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-12-31,138th Street–Grand Concourse,Subway,40.8132,-73.93,OMNY,Cubic Transportation Systems,MTA,NA,NA,Trial,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2024-04-30,Newark Penn Station,Rail,40.7347,-74.1644,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Expansion,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-04-30,Harrison,Rail,40.7394,-74.1558,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Expansion,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2023-12-31,Journal Square,Rail,40.7332,-74.0623,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2023
2024-04-30,Grove Street,Rail,40.7197,-74.0425,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Expansion,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-04-30,Exchange Place,Rail,40.7166,-74.0321,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Expansion,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-04-30,Newport,Rail,40.7269,-74.0338,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Expansion,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-04-30,Hoboken,Rail,40.7358,-74.0291,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Expansion,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-05-31,World Trade Center,Rail,40.7126,-74.0116,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Full Rollout,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-05-31,14th Street,Rail,40.7375,-74.0007,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Full Rollout,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-05-31,23rd Street,Rail,40.7429,-74.002,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Full Rollout,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2023-12-31,33rd Street,Rail,40.7492,-73.9885,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2023
2024-05-31,Christopher Street,Rail,40.7331,-74.007,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Full Rollout,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2024-05-31,9th Street,Rail,40.7343,-73.999,TAPP,Cubic Transportation Systems,Port Authority,NA,NA,Full Rollout,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2024
2019-05-31,Grand Central–42nd Street,Subway,40.7527,-73.9772,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,33rd Street,Subway,40.7462,-73.9822,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,28th Street,Subway,40.7433,-73.9844,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,23rd Street,Subway,40.7397,-73.9871,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,14th Street–Union Square,Subway,40.7347,-73.9897,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Astor Place,Subway,40.7301,-73.991,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Bleecker Street,Subway,40.7258,-73.9946,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Spring Street,Subway,40.7223,-73.9973,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Canal Street,Subway,40.7175,-74,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
2019-05-31,Brooklyn Bridge–City Hall,Subway,40.7131,-74.0048,OMNY,Cubic Transportation Systems,MTA,NA,NA,Pilot,"Payment Information, User Billian Address, Location of Card Reader, Date, Time",0.1,2019
